crop_type,soil_type,crop_growth_stage,season,region,soil_moisture,temperature,humidity,rainfall_mm,area_hectares,previous_irrigation_mm,irrigation_type,water_source,mulching_used,water_required_mm,irrigation_need,data_source
Cotton,Sandy,Vegetative,Rabi,West,61.68,29.14,59.2,688.92,5.91,52.05,Sprinkler,Rainwater,No,21.78,Low,real
Maize,Silty,Flowering,Zaid,South,45.37,19.4,80.42,207.54,0.37,68.61,Drip,Reservoir,No,70.07,Medium,real
Maize,Clay,Sowing,Rabi,West,21.19,37.24,86.06,1080.21,6.39,103.84,Sprinkler,River,Yes,68.31,Low,real
Cotton,Sandy,Vegetative,Zaid,East,34.6,25.04,75.51,704.75,12.53,72.25,Sprinkler,River,No,54.22,Medium,real
Cotton,Clay,Sowing,Zaid,West,16.53,32.69,76.88,2496.86,2.62,94.93,Rainfed,Groundwater,Yes,60.47,Low,real
Maize,Clay,Vegetative,Zaid,West,55.08,28.46,67.35,1047.19,9.14,10.54,Drip,Groundwater,Yes,4.71,Low,real
Rice,Silty,Flowering,Zaid,South,24.6,35.73,40.6,540.79,3.99,9.33,Sprinkler,River,No,10.11,Medium,real
Cotton,Silty,Sowing,Zaid,South,54.09,25.76,91.51,411.39,7.81,49.88,Rainfed,River,No,24.49,Low,real
Maize,Silty,Vegetative,Rabi,East,32.37,18.46,80.61,2049.01,3.93,110.7,Sprinkler,Rainwater,No,55.37,Low,real
Maize,Silty,Harvest,Zaid,East,28.81,41.97,61.79,1533.3,11.93,113.85,Sprinkler,Groundwater,No,50.54,Low,real
Maize,Loamy,Vegetative,Rabi,Central,53.73,24.16,90.31,1367.96,7.76,118.65,Rainfed,Rainwater,Yes,51.54,Low,real
Rice,Silty,Flowering,Rabi,South,38.18,30.61,34.89,2378.6,11.72,60.66,Sprinkler,Groundwater,Yes,55.88,Medium,real
Maize,Clay,Sowing,Kharif,West,56.15,20.65,44.67,1046.47,12.49,111.45,Rainfed,Reservoir,No,45.52,Low,real
Cotton,Sandy,Vegetative,Kharif,South,19.16,20.38,58.08,960.54,1.87,48.81,Drip,Reservoir,Yes,39.34,Medium,real
Cotton,Silty,Sowing,Kharif,Central,61.14,18.75,82.41,2373.73,14.58,35.18,Rainfed,Groundwater,No,13.33,Low,real
Maize,Silty,Sowing,Zaid,North,24.23,14.01,89.68,1916.48,14.56,113.16,Sprinkler,Reservoir,Yes,58.28,Low,real
Cotton,Silty,Harvest,Rabi,West,26.11,14.91,77.96,368.18,5.49,92.26,Canal,Groundwater,No,38.03,Low,real
Cotton,Clay,Flowering,Zaid,North,50.63,38.97,37.35,1577.41,2.28,11.37,Drip,Reservoir,Yes,7.03,Low,real
Cotton,Silty,Harvest,Zaid,East,39.74,24.82,27.68,1491.38,13.33,28.17,Drip,Reservoir,Yes,9.87,Low,real
Cotton,Sandy,Vegetative,Rabi,South,25.52,36.52,48.72,1748.03,2.62,60.07,Drip,Rainwater,No,54.2,Medium,real
Rice,Clay,Harvest,Kharif,South,47.44,37.14,75.95,139.07,14.25,56.68,Drip,Rainwater,No,41.4,Medium,real
Maize,Sandy,Vegetative,Rabi,West,16.63,20.14,52.46,246.55,11.13,85.4,Rainfed,Groundwater,No,114.74,High,real
Rice,Loamy,Harvest,Zaid,East,30.83,28.8,52.57,945.51,9.84,112.87,Sprinkler,River,Yes,44.47,Low,real
Rice,Silty,Flowering,Rabi,West,35.52,24.54,66.32,1989.28,1.21,65.25,Rainfed,Rainwater,No,58.0,Medium,real
Maize,Loamy,Harvest,Zaid,South,28.27,27.27,87.5,1768.45,0.9,99.32,Drip,River,No,39.38,Low,real
Rice,Loamy,Sowing,Rabi,South,47.13,41.15,67.32,1996.15,12.64,3.71,Rainfed,Reservoir,Yes,2.0,Low,real
Cotton,Loamy,Sowing,Zaid,Central,20.3,13.75,60.35,1152.12,8.23,16.81,Canal,Rainwater,No,12.75,Medium,real
Rice,Sandy,Sowing,Rabi,Central,40.22,16.67,61.68,1962.96,10.39,93.03,Canal,Rainwater,Yes,42.6,Low,real
Rice,Sandy,Harvest,Rabi,East,57.28,13.86,94.75,95.0,3.95,0.24,Sprinkler,Reservoir,No,0.13,Medium,real
Maize,Silty,Harvest,Rabi,South,24.27,19.54,28.43,738.0,6.99,83.56,Drip,River,Yes,31.63,Low,real
Rice,Silty,Harvest,Zaid,North,49.31,26.21,38.36,227.76,10.41,39.92,Sprinkler,Rainwater,No,16.91,Low,real
Cotton,Silty,Vegetative,Rabi,East,11.44,18.93,73.86,2496.98,14.41,33.41,Drip,Rainwater,Yes,26.52,Medium,real
Maize,Silty,Harvest,Zaid,East,53.46,16.04,67.22,2346.67,5.36,52.45,Rainfed,Rainwater,Yes,14.68,Low,real
Rice,Clay,Sowing,Rabi,West,9.31,13.82,77.64,1065.22,5.45,22.97,Rainfed,River,No,12.23,Low,real
Rice,Sandy,Vegetative,Zaid,West,57.15,40.83,70.25,2232.82,1.1,29.32,Sprinkler,Reservoir,Yes,14.24,Low,real
Cotton,Silty,Sowing,Rabi,North,16.99,32.79,86.23,2237.95,13.12,94.38,Drip,Groundwater,Yes,85.96,Medium,real
Maize,Sandy,Vegetative,Zaid,North,37.31,16.55,76.31,360.91,12.39,79.75,Drip,Groundwater,No,43.74,Low,real
Maize,Silty,Harvest,Rabi,South,34.08,22.96,68.37,2298.27,14.94,75.13,Rainfed,Groundwater,No,27.17,Low,real
Cotton,Clay,Vegetative,Rabi,Central,27.42,41.54,28.12,2246.3,7.62,110.59,Sprinkler,Reservoir,No,101.33,Medium,real
Rice,Clay,Sowing,Rabi,North,32.97,31.72,84.84,1941.87,4.89,88.2,Rainfed,Groundwater,Yes,50.12,Low,real
Rice,Loamy,Flowering,Kharif,South,28.46,12.66,37.63,1290.39,2.57,112.23,Rainfed,Rainwater,No,95.76,Medium,real
Maize,Loamy,Sowing,Rabi,North,40.27,12.56,70.05,803.09,8.14,66.91,Canal,Groundwater,Yes,30.07,Low,real
Rice,Loamy,Sowing,Zaid,South,64.35,17.03,91.41,1351.64,1.55,109.0,Rainfed,Groundwater,No,39.09,Low,real
Rice,Loamy,Harvest,Zaid,Central,57.39,24.53,46.25,1476.46,1.01,36.0,Rainfed,River,No,10.57,Low,real
Rice,Silty,Vegetative,Rabi,North,9.24,27.91,88.08,1655.19,5.22,16.39,Rainfed,Groundwater,No,14.25,Medium,real
Rice,Clay,Harvest,Zaid,West,46.73,21.5,68.91,2017.12,4.13,74.01,Sprinkler,River,No,23.49,Low,real
Cotton,Sandy,Sowing,Kharif,South,54.6,18.7,87.35,423.46,6.63,95.25,Drip,Groundwater,No,42.77,Low,real
Cotton,Silty,Sowing,Rabi,Central,55.2,21.18,83.91,2115.66,6.83,25.99,Rainfed,River,Yes,10.78,Low,real
Maize,Clay,Sowing,Rabi,South,44.4,34.09,27.63,1390.37,7.15,41.75,Rainfed,Reservoir,No,21.88,Low,real
Rice,Silty,Sowing,Zaid,Central,59.2,18.17,69.74,1138.29,12.48,76.83,Rainfed,Reservoir,No,29.57,Low,real
Cotton,Sandy,Sowing,Zaid,East,43.9,20.98,53.23,1905.4,12.28,15.42,Sprinkler,Reservoir,No,7.14,Low,real
Cotton,Sandy,Sowing,Rabi,East,11.12,39.59,83.17,777.41,9.67,103.48,Canal,Rainwater,No,100.2,Medium,real
Cotton,Clay,Sowing,Rabi,Central,42.98,13.9,35.27,768.33,8.33,40.71,Rainfed,Groundwater,No,17.84,Low,real
Maize,Clay,Flowering,Zaid,East,36.99,13.54,93.69,1419.36,9.77,4.89,Drip,Groundwater,No,3.88,Medium,real
Rice,Sandy,Sowing,Kharif,East,49.95,28.4,36.25,1639.17,11.42,57.45,Canal,Reservoir,No,27.04,Low,real
Maize,Sandy,Harvest,Zaid,Central,43.0,15.36,37.61,2200.49,3.85,53.48,Canal,Groundwater,Yes,16.47,Low,real
Maize,Loamy,Flowering,Rabi,West,54.46,33.79,28.34,1143.04,2.58,81.97,Drip,Groundwater,Yes,66.45,Medium,real
Cotton,Clay,Flowering,Kharif,Central,56.65,27.84,45.39,98.04,5.94,103.28,Rainfed,River,No,111.2,Medium,real
Maize,Silty,Harvest,Rabi,East,12.4,23.58,85.25,2259.77,3.04,9.48,Rainfed,Groundwater,Yes,3.87,Low,real
Maize,Sandy,Flowering,Rabi,East,47.17,35.17,70.01,2268.49,3.8,9.83,Rainfed,River,No,8.69,Medium,real
Cotton,Sandy,Flowering,Rabi,South,39.5,40.41,62.42,2389.33,11.11,66.22,Rainfed,Groundwater,Yes,45.95,Low,real
Cotton,Loamy,Sowing,Rabi,Central,31.22,40.83,59.62,266.06,11.79,65.49,Sprinkler,Rainwater,Yes,73.59,Medium,real
Cotton,Silty,Sowing,Zaid,South,9.51,13.17,80.39,2216.44,10.07,35.01,Rainfed,Reservoir,Yes,18.64,Low,real
Cotton,Silty,Sowing,Kharif,North,51.65,34.53,29.43,1708.01,8.88,116.71,Drip,River,Yes,57.2,Low,real
Cotton,Clay,Harvest,Rabi,North,29.61,19.01,38.31,1890.95,12.78,3.09,Canal,Rainwater,Yes,1.11,Low,real
Cotton,Sandy,Vegetative,Zaid,East,24.64,35.67,46.32,1417.61,5.43,107.0,Rainfed,River,Yes,96.49,Medium,real
Maize,Clay,Vegetative,Zaid,East,58.96,38.55,55.83,1739.87,9.48,1.94,Sprinkler,Groundwater,Yes,0.91,Low,real
Maize,Loamy,Flowering,Rabi,Central,34.51,19.57,70.77,1948.84,2.43,30.98,Sprinkler,Reservoir,No,26.39,Medium,real
Maize,Silty,Sowing,Kharif,Central,11.25,36.88,86.61,2118.82,5.18,115.85,Sprinkler,Groundwater,No,109.52,Medium,real
Rice,Silty,Sowing,Kharif,South,34.44,12.31,86.07,2076.86,6.97,20.68,Drip,Groundwater,Yes,9.79,Low,real
Cotton,Clay,Flowering,Rabi,East,56.34,27.54,69.82,1416.4,2.42,64.04,Canal,Groundwater,No,47.97,Medium,real
Cotton,Loamy,Sowing,Zaid,West,38.49,13.26,67.52,849.37,12.62,13.46,Drip,Rainwater,No,6.15,Low,real
Cotton,Clay,Harvest,Zaid,West,15.44,24.48,58.32,740.37,10.72,21.15,Sprinkler,Reservoir,Yes,8.71,Low,real
Rice,Loamy,Vegetative,Kharif,South,38.06,23.66,46.71,358.97,11.68,94.0,Sprinkler,Reservoir,Yes,55.28,Low,real
Cotton,Loamy,Flowering,Kharif,Central,37.33,15.35,63.37,1418.79,11.73,46.21,Drip,Reservoir,No,25.68,Low,real
Cotton,Sandy,Sowing,Zaid,North,12.99,15.42,27.26,1562.29,13.06,11.12,Canal,Reservoir,Yes,5.95,Low,real
Maize,Clay,Vegetative,Kharif,South,23.02,36.43,29.33,2196.68,10.49,62.69,Rainfed,Rainwater,No,57.66,Medium,real
Maize,Silty,Sowing,Rabi,Central,24.21,17.86,26.24,856.82,14.01,36.19,Canal,Groundwater,No,27.48,Medium,real
Maize,Clay,Sowing,Rabi,West,45.27,31.24,72.59,1574.41,2.31,74.39,Rainfed,Reservoir,No,37.66,Low,real
Rice,Sandy,Sowing,Zaid,West,38.48,21.47,30.08,1547.16,14.98,1.55,Canal,Reservoir,Yes,0.76,Low,real
Cotton,Loamy,Vegetative,Rabi,Central,41.99,26.29,70.93,226.54,9.65,36.55,Sprinkler,Groundwater,No,33.95,Medium,real
Maize,Loamy,Sowing,Rabi,Central,25.1,16.14,71.38,1236.01,4.49,97.59,Rainfed,Rainwater,No,50.55,Low,real
Cotton,Silty,Flowering,Rabi,East,46.23,13.8,53.81,725.79,12.92,33.78,Drip,Reservoir,Yes,17.23,Low,real
Rice,Silty,Harvest,Zaid,East,21.89,40.8,30.74,1934.07,13.89,92.35,Canal,Groundwater,Yes,61.91,Medium,real
Cotton,Loamy,Vegetative,Kharif,North,9.27,18.61,47.75,1275.58,9.98,29.08,Rainfed,Reservoir,Yes,23.0,Medium,real
Cotton,Clay,Flowering,Rabi,West,54.1,21.92,74.4,2182.14,2.73,93.05,Drip,Groundwater,Yes,47.22,Low,real
Maize,Silty,Flowering,Rabi,North,11.58,23.67,48.3,1182.21,8.61,93.52,Rainfed,River,Yes,93.57,Medium,real
Maize,Silty,Vegetative,Rabi,Central,53.87,41.25,53.84,2130.48,10.24,61.34,Canal,Groundwater,No,44.08,Medium,real
Maize,Loamy,Flowering,Kharif,South,59.11,36.66,91.24,631.79,2.23,40.02,Rainfed,Groundwater,No,31.68,Medium,real
Maize,Clay,Harvest,Kharif,Central,53.49,27.5,61.14,1629.29,1.81,117.18,Rainfed,Groundwater,Yes,36.92,Low,real
Maize,Clay,Flowering,Kharif,East,20.18,15.27,29.53,502.35,7.36,59.47,Drip,Reservoir,No,55.62,Medium,real
Maize,Loamy,Flowering,Kharif,East,21.3,16.51,51.41,1326.59,2.26,43.85,Sprinkler,Reservoir,No,40.28,Medium,real
Rice,Clay,Flowering,Rabi,West,16.79,37.71,86.05,1911.35,3.86,115.58,Canal,River,Yes,132.09,Medium,real
Maize,Clay,Vegetative,Kharif,West,33.83,12.4,48.12,1367.19,3.96,32.64,Rainfed,Rainwater,No,15.53,Low,real
Maize,Loamy,Harvest,Rabi,Central,57.81,40.18,46.58,2233.51,9.3,111.27,Sprinkler,Groundwater,No,37.57,Low,real
Cotton,Clay,Flowering,Kharif,South,17.52,13.61,93.58,1101.92,6.18,49.02,Canal,Reservoir,Yes,44.74,Medium,real
Cotton,Loamy,Sowing,Rabi,Central,40.81,31.25,64.6,903.55,4.41,18.21,Rainfed,Rainwater,Yes,9.61,Low,real
Rice,Loamy,Vegetative,Zaid,South,45.63,15.8,74.91,1589.75,3.9,92.8,Canal,Rainwater,Yes,40.01,Low,real
Maize,Loamy,Vegetative,Zaid,West,61.71,25.07,60.05,455.38,2.07,87.0,Canal,Groundwater,No,53.53,Medium,real
Rice,Silty,Sowing,Rabi,West,19.76,28.16,80.78,345.9,11.21,109.99,Drip,Groundwater,Yes,79.44,Low,real
Maize,Loamy,Harvest,Zaid,West,14.31,40.12,74.92,1896.35,11.18,85.76,Drip,Reservoir,Yes,58.34,Medium,real
Maize,Clay,Sowing,Rabi,West,30.6,41.13,33.83,19.07,7.45,89.56,Sprinkler,Groundwater,Yes,84.99,Low,real
Maize,Silty,Vegetative,Kharif,East,14.34,38.34,36.08,2111.33,3.13,44.09,Drip,River,Yes,42.23,Medium,real
Rice,Sandy,Sowing,Kharif,West,45.44,34.31,31.13,179.71,8.0,62.69,Rainfed,River,Yes,44.15,Low,real
Rice,Silty,Sowing,Kharif,Central,42.78,33.0,33.58,1895.3,10.96,75.32,Drip,Rainwater,No,39.68,Low,real
Rice,Silty,Vegetative,Rabi,North,14.51,20.55,58.46,2110.08,4.93,111.25,Sprinkler,Rainwater,Yes,89.82,Medium,real
Rice,Silty,Harvest,Zaid,North,24.59,33.94,82.51,1939.83,6.21,26.49,Rainfed,Groundwater,Yes,11.53,Low,real
Rice,Sandy,Flowering,Zaid,West,15.38,30.78,33.28,842.09,12.22,101.44,Rainfed,Groundwater,Yes,108.81,Medium,real
Cotton,Clay,Harvest,Rabi,East,56.05,29.55,47.22,2171.74,6.76,100.62,Rainfed,Reservoir,Yes,31.48,Low,real
Cotton,Silty,Harvest,Kharif,East,50.57,31.58,36.15,972.12,13.08,15.47,Rainfed,River,Yes,5.22,Low,real
Maize,Loamy,Flowering,Kharif,West,19.49,35.24,29.38,1250.06,6.63,44.19,Drip,Reservoir,No,64.22,High,real
Rice,Sandy,Harvest,Rabi,Central,27.45,34.45,92.25,1531.15,3.0,66.91,Sprinkler,River,Yes,28.58,Low,real
Cotton,Silty,Flowering,Rabi,South,63.1,15.16,85.09,177.45,2.62,88.4,Drip,Reservoir,No,73.28,Medium,real
Rice,Silty,Vegetative,Zaid,West,41.87,22.89,86.55,1492.91,11.89,107.71,Rainfed,River,No,74.11,Medium,real
Rice,Loamy,Sowing,Zaid,East,53.67,19.92,85.81,1443.54,8.25,116.34,Drip,Reservoir,Yes,48.4,Low,real
Maize,Clay,Harvest,Zaid,East,52.68,34.87,75.95,605.47,8.22,92.2,Canal,Reservoir,Yes,31.4,Low,real
Rice,Loamy,Vegetative,Rabi,East,49.93,31.81,43.05,869.73,4.25,22.81,Sprinkler,Rainwater,Yes,11.09,Low,real
Maize,Silty,Flowering,Rabi,North,23.39,39.73,70.67,159.46,2.34,2.28,Drip,Groundwater,No,4.62,High,real
Cotton,Loamy,Harvest,Kharif,East,28.11,30.53,36.48,1848.32,8.29,45.43,Drip,Reservoir,Yes,18.61,Low,real
Maize,Sandy,Flowering,Rabi,Central,39.14,18.67,34.12,1313.57,8.88,91.82,Sprinkler,Groundwater,Yes,52.06,Low,real
Rice,Silty,Vegetative,Kharif,South,48.05,29.43,42.99,1414.95,9.11,23.44,Drip,Rainwater,Yes,11.35,Low,real
Cotton,Clay,Vegetative,Kharif,Central,32.81,19.48,80.68,1256.83,14.6,23.07,Canal,Groundwater,No,11.62,Low,real
Maize,Silty,Harvest,Zaid,West,32.4,17.77,72.39,1775.89,9.39,37.12,Rainfed,Reservoir,No,12.9,Low,real
Maize,Loamy,Vegetative,Kharif,South,49.67,38.28,25.43,1352.18,2.08,100.96,Canal,Rainwater,No,74.58,Medium,real
Maize,Loamy,Sowing,Rabi,East,26.46,23.19,59.67,2383.31,14.35,9.9,Drip,Reservoir,No,5.46,Low,real
Cotton,Clay,Flowering,Kharif,South,58.38,19.6,30.06,1317.26,13.0,78.2,Rainfed,Groundwater,No,52.87,Medium,real
Rice,Clay,Flowering,Kharif,North,14.18,20.92,82.98,1852.23,3.43,99.15,Drip,River,Yes,96.44,Medium,real
Rice,Sandy,Harvest,Kharif,West,63.72,33.17,41.05,937.31,11.7,0.38,Sprinkler,Rainwater,Yes,0.11,Low,real
Cotton,Loamy,Sowing,Zaid,North,31.21,15.35,81.31,1572.21,1.59,41.61,Rainfed,Reservoir,No,20.32,Low,real
Maize,Loamy,Sowing,Rabi,Central,9.49,16.98,86.08,2432.61,9.58,70.32,Canal,Rainwater,No,38.26,Low,real
Maize,Sandy,Harvest,Zaid,West,40.23,39.06,46.44,1515.81,3.27,96.4,Canal,Rainwater,Yes,38.44,Low,real
Cotton,Clay,Vegetative,Zaid,West,13.48,18.82,38.53,716.1,11.87,36.39,Sprinkler,Reservoir,No,28.85,Medium,real
Rice,Loamy,Harvest,Zaid,West,34.25,32.52,61.56,2223.23,6.77,45.28,Rainfed,Rainwater,No,17.95,Low,real
Rice,Silty,Sowing,Kharif,North,59.15,27.07,26.44,1205.94,4.46,17.73,Canal,Groundwater,Yes,7.48,Low,real
Cotton,Sandy,Sowing,Zaid,West,24.44,41.09,52.37,2152.47,14.23,41.86,Sprinkler,Reservoir,No,39.29,Medium,real
Maize,Silty,Sowing,Zaid,South,22.19,15.59,46.71,600.89,1.93,46.84,Rainfed,River,Yes,24.68,Low,real
Cotton,Sandy,Flowering,Kharif,West,54.78,12.67,55.07,123.43,9.19,90.12,Canal,River,Yes,85.05,Medium,real
Cotton,Sandy,Vegetative,Zaid,South,16.17,35.48,28.34,471.4,11.35,81.47,Canal,Rainwater,Yes,80.24,Medium,real
Maize,Clay,Sowing,Rabi,Central,9.48,26.13,69.61,832.88,7.83,29.09,Rainfed,River,Yes,17.4,Low,real
Cotton,Sandy,Flowering,Rabi,South,21.68,34.98,65.17,163.71,9.43,92.67,Sprinkler,Reservoir,No,181.75,High,real
Cotton,Loamy,Harvest,Kharif,North,49.56,36.13,46.03,852.15,3.65,45.08,Drip,River,No,16.03,Low,real
Rice,Sandy,Vegetative,Rabi,North,22.36,32.69,50.96,685.9,10.85,39.55,Sprinkler,Reservoir,Yes,35.34,Medium,real
Maize,Clay,Vegetative,Kharif,West,30.53,34.48,31.31,3.8,1.49,18.8,Sprinkler,Groundwater,No,24.53,Medium,real
Cotton,Clay,Vegetative,Rabi,North,64.04,32.86,47.6,1729.13,7.95,67.85,Drip,Rainwater,Yes,40.89,Medium,real
Rice,Silty,Sowing,Zaid,East,25.16,17.7,58.2,1994.91,4.34,98.62,Rainfed,Rainwater,No,51.93,Low,real
Rice,Silty,Vegetative,Rabi,Central,9.84,36.06,89.62,1547.11,14.24,76.34,Rainfed,Reservoir,Yes,71.64,Medium,real
Cotton,Sandy,Flowering,Zaid,South,43.28,30.57,25.21,1521.79,14.82,89.22,Drip,River,No,78.4,Medium,real
Maize,Sandy,Vegetative,Zaid,West,43.13,26.69,87.96,1156.84,6.98,80.57,Rainfed,River,No,39.84,Low,real
Maize,Loamy,Flowering,Kharif,West,47.05,18.15,69.18,418.26,7.99,32.4,Canal,Groundwater,Yes,18.82,Low,real
Maize,Sandy,Sowing,Rabi,North,54.35,24.77,49.1,750.53,5.6,80.66,Rainfed,Groundwater,Yes,35.02,Low,real
Maize,Clay,Vegetative,Zaid,Central,8.21,33.44,31.62,1273.79,13.97,65.2,Drip,Rainwater,Yes,59.74,Medium,real
Rice,Sandy,Flowering,Kharif,West,51.4,33.91,34.03,321.49,7.6,91.67,Canal,Reservoir,Yes,64.97,Low,real
Cotton,Loamy,Harvest,Kharif,East,61.01,22.08,81.64,1914.4,8.94,17.88,Canal,Rainwater,Yes,4.92,Low,real
Rice,Sandy,Flowering,Rabi,East,14.72,16.06,42.66,2222.23,7.19,3.98,Sprinkler,Reservoir,Yes,3.67,Medium,real
Rice,Loamy,Vegetative,Zaid,South,25.02,18.27,29.11,1085.93,12.14,36.74,Rainfed,Groundwater,No,19.49,Low,real
Rice,Silty,Harvest,Zaid,West,14.8,16.45,32.72,713.35,3.95,108.69,Drip,Reservoir,No,58.79,Medium,real
Rice,Sandy,Flowering,Rabi,East,31.32,28.06,43.92,2496.24,10.81,3.11,Canal,Groundwater,No,2.97,Medium,real
Cotton,Sandy,Flowering,Zaid,North,20.03,30.6,37.9,368.91,9.99,119.63,Drip,Rainwater,No,148.57,Medium,real
Cotton,Sandy,Harvest,Rabi,West,32.65,25.59,61.53,2293.43,7.83,73.88,Canal,River,No,27.78,Low,real
Maize,Silty,Flowering,Kharif,Central,31.86,31.21,60.55,1046.97,7.34,115.13,Drip,Reservoir,No,112.68,Medium,real
Maize,Silty,Harvest,Kharif,Central,10.52,20.52,83.38,1441.62,10.42,21.77,Canal,River,No,12.3,Medium,real
Maize,Loamy,Flowering,Zaid,South,61.76,40.35,26.79,174.21,4.68,93.3,Canal,Groundwater,Yes,100.42,Medium,real
Cotton,Sandy,Vegetative,Kharif,East,13.66,24.02,51.7,1044.07,0.7,47.26,Drip,Groundwater,No,39.54,Medium,real
Maize,Clay,Flowering,Kharif,West,9.12,34.91,72.01,110.56,9.45,64.07,Sprinkler,River,Yes,132.28,High,real
Rice,Silty,Vegetative,Zaid,Central,28.62,32.96,88.63,2476.41,9.74,54.92,Canal,Reservoir,Yes,32.75,Low,real
Maize,Silty,Harvest,Zaid,North,51.75,26.69,79.98,933.31,3.77,90.49,Drip,Reservoir,Yes,28.8,Low,real
Cotton,Sandy,Sowing,Zaid,West,12.06,23.9,62.21,1219.06,7.47,104.21,Canal,River,Yes,60.96,Low,real
Maize,Silty,Harvest,Rabi,West,20.38,16.06,53.52,2423.0,14.75,57.17,Rainfed,Groundwater,No,30.7,Medium,real
Rice,Silty,Vegetative,Rabi,North,29.44,12.99,71.26,1049.29,5.82,38.49,Drip,River,Yes,19.0,Low,real
Rice,Sandy,Sowing,Kharif,Central,50.81,21.7,39.86,2098.74,13.08,84.4,Drip,Rainwater,No,36.83,Low,real
Cotton,Silty,Sowing,Zaid,East,32.4,29.21,39.49,1914.35,12.25,60.8,Rainfed,River,Yes,33.9,Low,real
Cotton,Loamy,Harvest,Kharif,West,52.41,26.65,71.43,656.7,5.8,25.82,Canal,Groundwater,Yes,8.16,Low,real
Cotton,Loamy,Flowering,Zaid,Central,10.16,33.16,31.82,157.25,8.14,59.59,Drip,River,No,117.01,High,real
Rice,Silty,Sowing,Kharif,Central,34.04,24.63,36.78,506.75,2.58,116.91,Rainfed,River,No,62.61,Low,real
Maize,Sandy,Vegetative,Kharif,West,55.07,14.64,76.4,1526.4,8.91,21.55,Sprinkler,Rainwater,No,8.38,Low,real
Maize,Loamy,Harvest,Rabi,North,25.85,12.35,58.37,1912.99,1.24,75.15,Drip,Rainwater,No,26.74,Low,real
Rice,Loamy,Sowing,Zaid,South,29.9,23.08,54.89,1743.44,9.89,24.7,Drip,Reservoir,No,13.24,Low,real
Cotton,Sandy,Harvest,Rabi,East,14.67,22.39,69.58,2497.23,6.57,32.77,Sprinkler,Rainwater,No,13.21,Low,real
Cotton,Loamy,Sowing,Kharif,Central,24.68,37.13,79.71,2032.66,14.65,46.38,Sprinkler,Rainwater,No,42.36,Medium,real
Cotton,Sandy,Flowering,Zaid,Central,44.02,40.81,30.58,2313.25,1.19,99.72,Drip,Rainwater,No,94.8,Medium,real
Rice,Silty,Sowing,Rabi,South,43.1,28.96,25.71,1606.34,5.76,86.38,Drip,River,No,43.68,Low,real
Rice,Silty,Flowering,Rabi,Central,39.39,31.23,75.56,2042.37,7.83,13.37,Canal,Reservoir,Yes,12.25,Medium,real
Maize,Sandy,Harvest,Zaid,South,22.28,35.46,91.92,1331.78,10.39,39.25,Rainfed,Rainwater,No,25.2,Medium,real
Rice,Sandy,Sowing,Kharif,Central,13.51,29.95,32.89,941.64,13.88,78.16,Drip,Rainwater,No,48.52,Low,real
Rice,Sandy,Vegetative,Rabi,Central,20.91,19.36,85.25,2204.14,7.63,51.26,Sprinkler,Reservoir,Yes,40.59,Medium,real
Cotton,Silty,Sowing,Rabi,West,59.17,13.77,73.2,39.02,7.19,55.34,Rainfed,Rainwater,No,30.84,Low,real
Maize,Loamy,Flowering,Kharif,East,63.84,33.64,53.33,517.94,2.1,69.22,Sprinkler,Rainwater,No,50.9,Medium,real
Cotton,Sandy,Flowering,Zaid,East,44.92,37.46,94.5,633.22,9.35,15.26,Rainfed,Groundwater,Yes,14.07,Medium,real
Cotton,Silty,Vegetative,Zaid,Central,44.64,28.47,71.87,246.47,14.03,15.64,Canal,Groundwater,Yes,14.25,Medium,real
Cotton,Sandy,Vegetative,Zaid,East,13.64,18.27,59.17,2074.19,12.07,24.34,Sprinkler,Groundwater,No,19.18,Medium,real
Maize,Silty,Vegetative,Rabi,West,22.41,26.76,60.66,1143.3,7.39,89.88,Sprinkler,Reservoir,Yes,75.85,Medium,real
Cotton,Silty,Vegetative,Kharif,Central,30.34,28.41,27.15,1157.13,10.66,62.05,Drip,Rainwater,No,49.91,Medium,real
Rice,Loamy,Harvest,Rabi,North,44.82,13.11,51.74,1782.87,12.08,53.29,Canal,Rainwater,No,16.07,Low,real
Rice,Clay,Vegetative,Zaid,South,22.28,18.08,45.41,1601.72,12.78,71.28,Sprinkler,Reservoir,No,55.08,Medium,real
Cotton,Silty,Sowing,Rabi,West,27.47,24.38,78.97,20.76,5.98,47.5,Rainfed,Reservoir,No,57.04,Medium,real
Maize,Loamy,Vegetative,Kharif,Central,53.52,18.82,81.98,1310.06,12.03,106.41,Sprinkler,River,Yes,43.83,Low,real
Maize,Sandy,Vegetative,Rabi,South,19.39,24.84,39.95,1390.93,3.47,15.55,Drip,Reservoir,Yes,13.12,Medium,real
Cotton,Silty,Sowing,Rabi,Central,54.23,30.36,54.49,1167.89,13.94,6.04,Drip,Groundwater,Yes,2.77,Low,real
Cotton,Sandy,Vegetative,Kharif,East,28.86,28.78,84.85,1088.16,10.34,12.76,Canal,Rainwater,Yes,7.3,Low,real
Cotton,Clay,Sowing,Kharif,South,58.18,36.68,65.01,1916.08,9.89,71.06,Canal,River,Yes,33.16,Low,real
Maize,Sandy,Harvest,Kharif,East,15.51,36.38,69.07,1024.97,4.75,80.1,Rainfed,Reservoir,No,52.77,Medium,real
